source,stem,file,fg_fraction,white_fraction,polarity,h,w,binary
LAKERED_input_masks,1128,SOD_1128.png,0.333103,0.666897,background=white,249,296,1
LAKERED_input_masks,1129,SOD_1129.png,0.178604,0.821396,background=white,400,283,1
LAKERED_input_masks,1130,SOD_1130.png,0.352461,0.647539,background=white,270,401,1
LAKERED_input_masks,1132,SOD_1132.png,0.38612,0.61388,background=white,393,400,1
LAKERED_input_masks,1133,SOD_1133.png,0.475205,0.524795,background=white,281,400,1
LAKERED_input_masks,1134,SOD_1134.png,0.223768,0.776232,background=white,341,400,1
LAKERED_input_masks,1136,SOD_1136.png,0.085887,0.914113,background=white,357,390,1
LAKERED_input_masks,1137,SOD_1137.png,0.276644,0.723356,background=white,222,400,1
LAKERED_input_masks,1138,SOD_1138.png,0.332391,0.667609,background=white,161,400,1
LAKERED_input_masks,1139,SOD_1139.png,0.188302,0.811698,background=white,265,400,1
LAKERED_input_masks,1140,SOD_1140.png,0.101132,0.898868,background=white,276,400,1
LAKERED_input_masks,1141,SOD_1141.png,0.338042,0.661958,background=white,240,400,1
LAKERED_input_masks,1142,SOD_1142.png,0.252934,0.747066,background=white,265,400,1
LAKERED_input_masks,1143,SOD_1143.png,0.243833,0.756167,background=white,300,400,1
LAKERED_input_masks,1144,SOD_1144.png,0.34,0.66,background=white,335,400,1
LAKERED_input_masks,1146,SOD_1146.png,0.291552,0.708448,background=white,269,400,1
LAKERED_input_masks,1147,SOD_1147.png,0.375465,0.624535,background=white,400,376,1
LAKERED_input_masks,1148,SOD_1148.png,0.222652,0.777348,background=white,264,400,1
LAKERED_input_masks,1150,SOD_1150.png,0.354506,0.645494,background=white,268,401,1
LAKERED_input_masks,1151,SOD_1151.png,0.22763,0.77237,background=white,269,400,1
LAKERED_input_masks,1152,SOD_1152.png,0.324719,0.675281,background=white,285,400,1
LAKERED_input_masks,1153,SOD_1153.png,0.198441,0.801559,background=white,348,400,1
LAKERED_input_masks,1154,SOD_1154.png,0.424252,0.575748,background=white,301,400,1
LAKERED_input_masks,1155,SOD_1155.png,0.435421,0.564579,background=white,273,400,1
LAKERED_input_masks,1156,SOD_1156.png,0.345505,0.654495,background=white,317,400,1
LAKERED_input_masks,1157,SOD_1157.png,0.293464,0.706536,background=white,223,400,1
LAKERED_input_masks,1158,SOD_1158.png,0.175549,0.824451,background=white,305,400,1
LAKERED_input_masks,1159,SOD_1159.png,0.342809,0.657191,background=white,275,400,1
LAKERED_input_masks,1160,SOD_1160.png,0.413995,0.586005,background=white,306,400,1
LAKERED_input_masks,1161,SOD_1161.png,0.396177,0.603823,background=white,223,400,1
LAKERED_input_masks,1164,SOD_1164.png,0.271075,0.728925,background=white,300,400,1
LAKERED_input_masks,1165,SOD_1165.png,0.351433,0.648567,background=white,225,400,1
LAKERED_input_masks,1166,SOD_1166.png,0.276193,0.723807,background=white,285,400,1
LAKERED_input_masks,1167,SOD_1167.png,0.361653,0.638347,background=white,239,400,1
LAKERED_input_masks,1168,SOD_1168.png,0.259115,0.740885,background=white,384,400,1
LAKERED_input_masks,1169,SOD_1169.png,0.252509,0.747491,background=white,268,400,1
LAKERED_input_masks,1170,SOD_1170.png,0.287401,0.712599,background=white,304,400,1
LAKERED_input_masks,1171,SOD_1171.png,0.463146,0.536854,background=white,267,400,1
LAKERED_input_masks,1172,SOD_1172.png,0.217821,0.782179,background=white,265,400,1
LAKERED_input_masks,1173,SOD_1173.png,0.338486,0.661514,background=white,266,401,1
LAKERED_input_masks,1174,SOD_1174.png,0.258925,0.741075,background=white,265,400,1
LAKERED_input_masks,1175,SOD_1175.png,0.220583,0.779417,background=white,266,400,1
LAKERED_input_masks,1176,SOD_1176.png,0.265752,0.734248,background=white,256,400,1
LAKERED_input_masks,1177,SOD_1177.png,0.251178,0.748822,background=white,295,400,1
LAKERED_input_masks,1178,SOD_1178.png,0.317798,0.682202,background=white,235,400,1
LAKERED_input_masks,1179,SOD_1179.png,0.202191,0.797809,background=white,259,400,1
LAKERED_input_masks,1180,SOD_1180.png,0.151067,0.848933,background=white,267,400,1
LAKERED_input_masks,1181,SOD_1181.png,0.205133,0.794867,background=white,300,400,1
LAKERED_input_masks,1182,SOD_1182.png,0.218133,0.781867,background=white,300,400,1
LAKERED_input_masks,1183,SOD_1183.png,0.091482,0.908518,background=white,285,400,1
LAKERED_input_masks,1184,SOD_1184.png,0.425959,0.574041,background=white,326,400,1
LAKERED_input_masks,1185,SOD_1185.png,0.326589,0.673411,background=white,240,320,1
LAKERED_input_masks,1186,SOD_1186.png,0.41165,0.58835,background=white,189,313,1
LAKERED_input_masks,1188,SOD_1188.png,0.227602,0.772398,background=white,197,400,1
LAKERED_input_masks,1190,SOD_1190.png,0.220175,0.779825,background=white,300,400,1
LAKERED_input_masks,1191,SOD_1191.png,0.359031,0.640969,background=white,293,265,1
LAKERED_input_masks,1194,SOD_1194.png,0.492136,0.507864,background=white,330,400,1
LAKERED_input_masks,1195,SOD_1195.png,0.413317,0.586683,background=white,309,400,1
LAKERED_input_masks,1196,SOD_1196.png,0.434193,0.565807,background=white,225,300,1
LAKERED_input_masks,1199,SOD_1199.png,0.130756,0.869244,background=white,300,300,1
LAKERED_input_masks,1200,SOD_1200.png,0.334993,0.665007,background=white,400,351,1
LAKERED_input_masks,1203,SOD_1203.png,0.245233,0.754767,background=white,300,400,1
LAKERED_input_masks,1204,SOD_1204.png,0.283511,0.716489,background=white,267,400,1
LAKERED_input_masks,1206,SOD_1206.png,0.270496,0.729504,background=white,267,400,1
LAKERED_input_masks,1207,SOD_1207.png,0.163438,0.836562,background=white,248,400,1
LAKERED_input_masks,1208,SOD_1208.png,0.274927,0.725073,background=white,378,400,1
LAKERED_input_masks,1209,SOD_1209.png,0.328909,0.671091,background=white,268,400,1
LAKERED_input_masks,1211,SOD_1211.png,0.124236,0.875764,background=white,278,400,1
LAKERED_input_masks,1213,SOD_1213.png,0.224383,0.775617,background=white,300,400,1
LAKERED_input_masks,1217,SOD_1217.png,0.06855,0.93145,background=white,400,300,1
LAKERED_input_masks,1218,SOD_1218.png,0.044757,0.955243,background=white,267,401,1
LAKERED_input_masks,1219,SOD_1219.png,0.1123,0.8877,background=white,300,400,1
LAKERED_input_masks,1220,SOD_1220.png,0.120508,0.879492,background=white,300,400,1
LAKERED_input_masks,1221,SOD_1221.png,0.041425,0.958575,background=white,300,400,1
LAKERED_input_masks,1222,SOD_1222.png,0.099313,0.900687,background=white,280,400,1
LAKERED_input_masks,1223,SOD_1223.png,0.373319,0.626681,background=white,339,400,1
LAKERED_input_masks,1224,SOD_1224.png,0.097083,0.902917,background=white,300,400,1
LAKERED_input_masks,1225,SOD_1225.png,0.145796,0.854204,background=white,267,400,1
LAKERED_input_masks,1228,SOD_1228.png,0.153684,0.846316,background=white,266,400,1
LAKERED_input_masks,1229,SOD_1229.png,0.296199,0.703801,background=white,267,400,1
LAKERED_input_masks,1230,SOD_1230.png,0.31579,0.68421,background=white,400,345,1
LAKERED_input_masks,1231,SOD_1231.png,0.171704,0.828296,background=white,400,270,1
LAKERED_input_masks,1232,SOD_1232.png,0.355065,0.644935,background=white,344,400,1
LAKERED_input_masks,1233,SOD_1233.png,0.389642,0.610358,background=white,300,400,1
LAKERED_input_masks,1236,SOD_1236.png,0.103992,0.896008,background=white,300,400,1
LAKERED_input_masks,1237,SOD_1237.png,0.162227,0.837773,background=white,247,400,1
LAKERED_input_masks,1238,SOD_1238.png,0.078392,0.921608,background=white,269,400,1
LAKERED_input_masks,1239,SOD_1239.png,0.168193,0.831807,background=white,267,400,1
LAKERED_input_masks,1240,SOD_1240.png,0.114145,0.885855,background=white,266,400,1
LAKERED_input_masks,1245,SOD_1245.png,0.095833,0.904167,background=white,267,400,1
LAKERED_input_masks,1246,SOD_1246.png,0.24265,0.75735,background=white,300,400,1
LAKERED_input_masks,1247,SOD_1247.png,0.098523,0.901477,background=white,286,400,1
LAKERED_input_masks,1248,SOD_1248.png,0.159933,0.840067,background=white,300,400,1
LAKERED_input_masks,1250,SOD_1250.png,0.072921,0.927079,background=white,267,400,1
LAKERED_input_masks,1251,SOD_1251.png,0.056183,0.943817,background=white,262,400,1
LAKERED_input_masks,1252,SOD_1252.png,0.166858,0.833142,background=white,300,400,1
LAKERED_input_masks,1253,SOD_1253.png,0.222917,0.777083,background=white,400,300,1
LAKERED_input_masks,1254,SOD_1254.png,0.156658,0.843342,background=white,400,300,1
LAKERED_input_masks,1255,SOD_1255.png,0.042008,0.957992,background=white,300,400,1
LAKERED_input_masks,1258,SOD_1258.png,0.097846,0.902154,background=white,267,400,1
LAKERED_input_masks,1259,SOD_1259.png,0.28765,0.71235,background=white,400,300,1
LAKERED_input_masks,1262,SOD_1262.png,0.056788,0.943212,background=white,267,400,1
LAKERED_input_masks,1263,SOD_1263.png,0.056442,0.943558,background=white,300,400,1
LAKERED_input_masks,1264,SOD_1264.png,0.121067,0.878933,background=white,239,400,1
LAKERED_input_masks,1266,SOD_1266.png,0.166167,0.833833,background=white,300,400,1
LAKERED_input_masks,1267,SOD_1267.png,0.224419,0.775581,background=white,267,400,1
LAKERED_input_masks,1272,SOD_1272.png,0.161173,0.838827,background=white,260,400,1
LAKERED_input_masks,1275,SOD_1275.png,0.1374,0.8626,background=white,257,401,1
LAKERED_input_masks,1276,SOD_1276.png,0.049775,0.950225,background=white,267,400,1
LAKERED_input_masks,1277,SOD_1277.png,0.086154,0.913846,background=white,182,400,1
LAKERED_input_masks,1278,SOD_1278.png,0.37697,0.62303,background=white,302,400,1
LAKERED_input_masks,1279,SOD_1279.png,0.272315,0.727685,background=white,243,400,1
LAKERED_input_masks,1280,SOD_1280.png,0.132796,0.867204,background=white,194,400,1
LAKERED_input_masks,1281,SOD_1281.png,0.167831,0.832169,background=white,189,400,1
LAKERED_input_masks,1285,SOD_1285.png,0.09931,0.90069,background=white,210,400,1
LAKERED_input_masks,1288,SOD_1288.png,0.127163,0.872837,background=white,267,400,1
LAKERED_input_masks,1291,SOD_1291.png,0.372144,0.627856,background=white,400,400,1
LAKERED_input_masks,1292,SOD_1292.png,0.048083,0.951917,background=white,300,400,1
LAKERED_input_masks,1293,SOD_1293.png,0.167291,0.832709,background=white,215,400,1
LAKERED_input_masks,1294,SOD_1294.png,0.129476,0.870524,background=white,267,400,1
LAKERED_input_masks,1295,SOD_1295.png,0.319749,0.680251,background=white,400,368,1
LAKERED_input_masks,1296,SOD_1296.png,0.058596,0.941404,background=white,267,400,1
LAKERED_input_masks,1298,SOD_1298.png,0.15197,0.84803,background=white,266,401,1
LAKERED_input_masks,1299,SOD_1299.png,0.047142,0.952858,background=white,300,400,1
LAKERED_input_masks,1300,SOD_1300.png,0.138835,0.861165,background=white,266,400,1
LAKERED_input_masks,1301,SOD_1301.png,0.100675,0.899325,background=white,300,400,1
LAKERED_input_masks,1302,SOD_1302.png,0.129117,0.870883,background=white,300,400,1
LAKERED_input_masks,1303,SOD_1303.png,0.336684,0.663316,background=white,282,400,1
LAKERED_input_masks,1304,SOD_1304.png,0.099101,0.900899,background=white,267,400,1
LAKERED_input_masks,1306,SOD_1306.png,0.143927,0.856073,background=white,268,400,1
LAKERED_input_masks,1307,SOD_1307.png,0.202462,0.797538,background=white,266,400,1
LAKERED_input_masks,1308,SOD_1308.png,0.223411,0.776589,background=white,269,400,1
LAKERED_input_masks,1309,SOD_1309.png,0.060735,0.939265,background=white,330,330,1
LAKERED_input_masks,1311,SOD_1311.png,0.255627,0.744373,background=white,267,400,1
LAKERED_input_masks,1313,SOD_1313.png,0.09868,0.90132,background=white,267,400,1
LAKERED_input_masks,1314,SOD_1314.png,0.189061,0.810939,background=white,268,401,1
LAKERED_input_masks,1315,SOD_1315.png,0.076236,0.923764,background=white,267,400,1
LAKERED_input_masks,1316,SOD_1316.png,0.154718,0.845282,background=white,266,400,1
LAKERED_input_masks,1317,SOD_1317.png,0.123444,0.876556,background=white,270,400,1
LAKERED_input_masks,1319,SOD_1319.png,0.038344,0.961656,background=white,225,400,1
LAKERED_input_masks,1320,SOD_1320.png,0.100749,0.899251,background=white,267,400,1
LAKERED_input_masks,1321,SOD_1321.png,0.045792,0.954208,background=white,300,400,1
LAKERED_input_masks,1322,SOD_1322.png,0.034881,0.965119,background=white,252,400,1
LAKERED_input_masks,1324,SOD_1324.png,0.353008,0.646992,background=white,261,400,1
LAKERED_input_masks,1325,SOD_1325.png,0.044764,0.955236,background=white,244,400,1
LAKERED_input_masks,1326,SOD_1326.png,0.056142,0.943858,background=white,267,400,1
LAKERED_input_masks,1327,SOD_1327.png,0.061487,0.938513,background=white,264,400,1
LAKERED_input_masks,1328,SOD_1328.png,0.042968,0.957032,background=white,267,400,1
LAKERED_input_masks,1330,SOD_1330.png,0.31342,0.68658,background=white,345,400,1
LAKERED_input_masks,1334,SOD_1334.png,0.142072,0.857928,background=white,269,400,1
LAKERED_input_masks,1335,SOD_1335.png,0.062022,0.937978,background=white,246,400,1
LAKERED_input_masks,1336,SOD_1336.png,0.232858,0.767142,background=white,300,400,1
LAKERED_input_masks,1337,SOD_1337.png,0.295058,0.704942,background=white,300,400,1
LAKERED_input_masks,1338,SOD_1338.png,0.125208,0.874792,background=white,300,400,1
LAKERED_input_masks,1339,SOD_1339.png,0.110524,0.889476,background=white,267,400,1
LAKERED_input_masks,1340,SOD_1340.png,0.112892,0.887108,background=white,300,400,1
LAKERED_input_masks,1341,SOD_1341.png,0.200056,0.799944,background=white,266,400,1
LAKERED_input_masks,1342,SOD_1342.png,0.202909,0.797091,background=white,226,400,1
LAKERED_input_masks,1344,SOD_1344.png,0.101592,0.898408,background=white,300,400,1
LAKERED_input_masks,1345,SOD_1345.png,0.257781,0.742219,background=white,267,400,1
LAKERED_input_masks,1346,SOD_1346.png,0.225667,0.774333,background=white,266,400,1
LAKERED_input_masks,1347,SOD_1347.png,0.18657,0.81343,background=white,266,400,1
LAKERED_input_masks,1348,SOD_1348.png,0.146958,0.853042,background=white,286,400,1
LAKERED_input_masks,1349,SOD_1349.png,0.055711,0.944289,background=white,225,400,1
LAKERED_input_masks,1350,SOD_1350.png,0.165064,0.834936,background=white,237,316,1
LAKERED_input_masks,1351,SOD_1351.png,0.092983,0.907017,background=white,300,400,1
LAKERED_input_masks,1352,SOD_1352.png,0.20776,0.79224,background=white,296,322,1
LAKERED_input_masks,1356,SOD_1356.png,0.064972,0.935028,background=white,268,400,1
LAKERED_input_masks,1358,SOD_1358.png,0.176155,0.823845,background=white,249,400,1
LAKERED_input_masks,1366,SOD_1366.png,0.093144,0.906856,background=white,268,400,1
LAKERED_input_masks,1368,SOD_1368.png,0.148528,0.851472,background=white,214,400,1
LAKERED_input_masks,1369,SOD_1369.png,0.173435,0.826565,background=white,302,400,1
LAKERED_input_masks,1370,SOD_1370.png,0.0658,0.9342,background=white,300,400,1
LAKERED_input_masks,1371,SOD_1371.png,0.150964,0.849036,background=white,267,400,1
LAKERED_input_masks,1372,SOD_1372.png,0.188517,0.811483,background=white,327,400,1
LAKERED_input_masks,1373,SOD_1373.png,0.059117,0.940883,background=white,300,400,1
LAKERED_input_masks,1379,SOD_1379.png,0.092696,0.907304,background=white,294,400,1
LAKERED_input_masks,1380,SOD_1380.png,0.11139,0.88861,background=white,295,400,1
LAKERED_input_masks,1381,SOD_1381.png,0.056535,0.943465,background=white,298,400,1
LAKERED_input_masks,1382,SOD_1382.png,0.244806,0.755194,background=white,335,400,1
LAKERED_input_masks,1383,SOD_1383.png,0.173214,0.826786,background=white,329,400,1
LAKERED_input_masks,1386,SOD_1386.png,0.095718,0.904282,background=white,296,400,1
LAKERED_input_masks,1388,SOD_1388.png,0.104044,0.895956,background=white,238,400,1
LAKERED_input_masks,1389,SOD_1389.png,0.054897,0.945103,background=white,268,400,1
LAKERED_input_masks,1390,SOD_1390.png,0.125463,0.874537,background=white,286,400,1
LAKERED_input_masks,1392,SOD_1392.png,0.103875,0.896125,background=white,300,400,1
LAKERED_input_masks,1393,SOD_1393.png,0.195475,0.804525,background=white,300,400,1
LAKERED_input_masks,1394,SOD_1394.png,0.042167,0.957833,background=white,300,400,1
LAKERED_input_masks,1395,SOD_1395.png,0.018951,0.981049,background=white,267,401,1
LAKERED_input_masks,1396,SOD_1396.png,0.024511,0.975489,background=white,266,400,1
LAKERED_input_masks,1397,SOD_1397.png,0.022575,0.977425,background=white,267,400,1
LAKERED_input_masks,1398,SOD_1398.png,0.040562,0.959438,background=white,267,400,1
LAKERED_input_masks,1400,SOD_1400.png,0.091599,0.908401,background=white,272,400,1
LAKERED_input_masks,1401,SOD_1401.png,0.129906,0.870094,background=white,320,400,1
LAKERED_input_masks,1402,SOD_1402.png,0.197842,0.802158,background=white,292,400,1
LAKERED_input_masks,1403,SOD_1403.png,0.085573,0.914427,background=white,267,401,1
LAKERED_input_masks,1404,SOD_1404.png,0.117973,0.882027,background=white,333,400,1
LAKERED_input_masks,1408,SOD_1408.png,0.163867,0.836133,background=white,225,400,1
LAKERED_input_masks,1409,SOD_1409.png,0.178455,0.821545,background=white,267,400,1
LAKERED_input_masks,1410,SOD_1410.png,0.438591,0.561409,background=white,381,300,1
LAKERED_input_masks,1411,SOD_1411.png,0.210294,0.789706,background=white,272,400,1
LAKERED_input_masks,1412,SOD_1412.png,0.244524,0.755476,background=white,226,400,1
LAKERED_input_masks,1413,SOD_1413.png,0.124041,0.875959,background=white,185,400,1
LAKERED_input_masks,1414,SOD_1414.png,0.054607,0.945393,background=white,267,400,1
LAKERED_input_masks,1415,SOD_1415.png,0.131816,0.868184,background=white,267,400,1
LAKERED_input_masks,1416,SOD_1416.png,0.084307,0.915693,background=white,267,400,1
LAKERED_input_masks,1417,SOD_1417.png,0.184458,0.815542,background=white,286,400,1
LAKERED_input_masks,1420,SOD_1420.png,0.091509,0.908491,background=white,270,400,1
LAKERED_input_masks,1421,SOD_1421.png,0.072008,0.927992,background=white,300,400,1
LAKERED_input_masks,1422,SOD_1422.png,0.029033,0.970967,background=white,225,400,1
LAKERED_input_masks,1423,SOD_1423.png,0.15094,0.84906,background=white,226,400,1
LAKERED_input_masks,1424,SOD_1424.png,0.333741,0.666259,background=white,286,400,1
LAKERED_input_masks,1425,SOD_1425.png,0.283207,0.716793,background=white,244,400,1
LAKERED_input_masks,1426,SOD_1426.png,0.523883,0.476117,background=white,300,400,1
LAKERED_input_masks,1427,SOD_1427.png,0.10084,0.89916,background=white,265,400,1
LAKERED_input_masks,1428,SOD_1428.png,0.307773,0.692227,background=white,349,361,1
LAKERED_input_masks,1429,SOD_1429.png,0.033586,0.966414,background=white,267,400,1
LAKERED_input_masks,1430,SOD_1430.png,0.208998,0.791002,background=white,267,400,1
LAKERED_input_masks,1432,SOD_1432.png,0.243727,0.756273,background=white,267,400,1
LAKERED_input_masks,1433,SOD_1433.png,0.101128,0.898872,background=white,286,400,1
LAKERED_input_masks,1434,SOD_1434.png,0.194577,0.805423,background=white,201,300,1
LAKERED_input_masks,1436,SOD_1436.png,0.034856,0.965144,background=white,400,400,1
LAKERED_input_masks,1438,SOD_1438.png,0.146819,0.853181,background=white,312,400,1
LAKERED_input_masks,1439,SOD_1439.png,0.170038,0.829962,background=white,266,400,1
LAKERED_input_masks,1440,SOD_1440.png,0.225587,0.774413,background=white,260,400,1
LAKERED_input_masks,1441,SOD_1441.png,0.169733,0.830267,background=white,300,400,1
LAKERED_input_masks,1442,SOD_1442.png,0.134107,0.865893,background=white,266,400,1
LAKERED_input_masks,1444,SOD_1444.png,0.1142,0.8858,background=white,200,400,1
LAKERED_input_masks,1446,SOD_1446.png,0.094467,0.905533,background=white,300,400,1
LAKERED_input_masks,1447,SOD_1447.png,0.07922,0.92078,background=white,266,400,1
LAKERED_input_masks,1449,SOD_1449.png,0.355038,0.644962,background=white,264,400,1
LAKERED_input_masks,1451,SOD_1451.png,0.169317,0.830683,background=white,300,400,1
LAKERED_input_masks,1452,SOD_1452.png,0.098783,0.901217,background=white,300,400,1
LAKERED_input_masks,1453,SOD_1453.png,0.122277,0.877723,background=white,280,400,1
LAKERED_input_masks,1454,SOD_1454.png,0.119878,0.880122,background=white,266,400,1
LAKERED_input_masks,1455,SOD_1455.png,0.114208,0.885792,background=white,300,400,1
LAKERED_input_masks,1457,SOD_1457.png,0.374568,0.625432,background=white,266,400,1
LAKERED_input_masks,1458,SOD_1458.png,0.246819,0.753181,background=white,301,400,1
LAKERED_input_masks,1459,SOD_1459.png,0.241433,0.758567,background=white,300,400,1
LAKERED_input_masks,1460,SOD_1460.png,0.204157,0.795843,background=white,267,400,1
LAKERED_input_masks,1463,SOD_1463.png,0.299925,0.700075,background=white,300,400,1
LAKERED_input_masks,1465,SOD_1465.png,0.304972,0.695028,background=white,267,400,1
LAKERED_input_masks,1466,SOD_1466.png,0.119185,0.880815,background=white,179,401,1
LAKERED_input_masks,1468,SOD_1468.png,0.089242,0.910758,background=white,300,400,1
LAKERED_input_masks,1469,SOD_1469.png,0.113573,0.886427,background=white,268,400,1
LAKERED_input_masks,1470,SOD_1470.png,0.124398,0.875602,background=white,220,400,1
LAKERED_input_masks,1474,SOD_1474.png,0.050165,0.949835,background=white,242,400,1
LAKERED_input_masks,1475,SOD_1475.png,0.130561,0.869439,background=white,236,400,1
LAKERED_input_masks,1476,SOD_1476.png,0.17443,0.82557,background=white,250,400,1
LAKERED_input_masks,1477,SOD_1477.png,0.079251,0.920749,background=white,267,400,1
LAKERED_input_masks,1478,SOD_1478.png,0.050333,0.949667,background=white,195,400,1
LAKERED_input_masks,1479,SOD_1479.png,0.166639,0.833361,background=white,267,400,1
LAKERED_input_masks,1480,SOD_1480.png,0.105282,0.894718,background=white,266,400,1
LAKERED_input_masks,1481,SOD_1481.png,0.147274,0.852726,background=white,243,400,1
LAKERED_input_masks,1484,SOD_1484.png,0.199792,0.800208,background=white,300,400,1
LAKERED_input_masks,1485,SOD_1485.png,0.131498,0.868502,background=white,267,400,1
LAKERED_input_masks,1486,SOD_1486.png,0.139185,0.860815,background=white,166,401,1
LAKERED_input_masks,1487,SOD_1487.png,0.032622,0.967378,background=white,267,400,1
LAKERED_input_masks,1490,SOD_1490.png,0.12513,0.87487,background=white,289,400,1
LAKERED_input_masks,1493,SOD_1493.png,0.19015,0.80985,background=white,300,400,1
LAKERED_input_masks,1495,SOD_1495.png,0.158715,0.841285,background=white,321,401,1
LAKERED_input_masks,1496,SOD_1496.png,0.139831,0.860169,background=white,267,400,1
LAKERED_input_masks,1498,SOD_1498.png,0.148853,0.851147,background=white,233,350,1
LAKERED_input_masks,1499,SOD_1499.png,0.260632,0.739368,background=white,262,350,1
LAKERED_input_masks,1501,SOD_1501.png,0.174026,0.825974,background=white,231,400,1
LAKERED_input_masks,1502,SOD_1502.png,0.081264,0.918736,background=white,267,400,1
LAKERED_input_masks,1503,SOD_1503.png,0.251467,0.748533,background=white,300,400,1
LAKERED_input_masks,1504,SOD_1504.png,0.184625,0.815375,background=white,267,400,1
LAKERED_input_masks,1505,SOD_1505.png,0.180017,0.819983,background=white,300,400,1
LAKERED_input_masks,1506,SOD_1506.png,0.394033,0.605967,background=white,300,400,1
LAKERED_input_masks,1507,SOD_1507.png,0.074183,0.925817,background=white,300,400,1
LAKERED_input_masks,1509,SOD_1509.png,0.23038,0.76962,background=white,237,400,1
LAKERED_input_masks,1510,SOD_1510.png,0.132694,0.867306,background=white,284,400,1
LAKERED_input_masks,1511,SOD_1511.png,0.249878,0.750122,background=white,267,400,1
LAKERED_input_masks,1512,SOD_1512.png,0.074167,0.925833,background=white,237,400,1
LAKERED_input_masks,1513,SOD_1513.png,0.236833,0.763167,background=white,300,400,1
LAKERED_input_masks,1514,SOD_1514.png,0.254275,0.745725,background=white,300,400,1
LAKERED_input_masks,1515,SOD_1515.png,0.18586,0.81414,background=white,236,350,1
LAKERED_input_masks,1517,SOD_1517.png,0.202096,0.797904,background=white,266,400,1
LAKERED_input_masks,1519,SOD_1519.png,0.280721,0.719279,background=white,326,400,1
LAKERED_input_masks,1520,SOD_1520.png,0.250767,0.749233,background=white,212,400,1
LAKERED_input_masks,1521,SOD_1521.png,0.389185,0.610815,background=white,267,400,1
LAKERED_input_masks,1522,SOD_1522.png,0.243888,0.756112,background=white,272,400,1
LAKERED_input_masks,1523,SOD_1523.png,0.301324,0.698676,background=white,255,400,1
LAKERED_input_masks,1524,SOD_1524.png,0.222343,0.777657,background=white,286,400,1
LAKERED_input_masks,1525,SOD_1525.png,0.174167,0.825833,background=white,231,400,1
LAKERED_input_masks,1526,SOD_1526.png,0.388961,0.611039,background=white,267,400,1
LAKERED_input_masks,1527,SOD_1527.png,0.265168,0.734832,background=white,268,400,1
LAKERED_input_masks,1528,SOD_1528.png,0.320706,0.679294,background=white,269,400,1
LAKERED_input_masks,1529,SOD_1529.png,0.176873,0.823127,background=white,267,400,1
LAKERED_input_masks,1530,SOD_1530.png,0.156385,0.843615,background=white,260,400,1
LAKERED_input_masks,1531,SOD_1531.png,0.260033,0.739967,background=white,300,400,1
LAKERED_input_masks,1532,SOD_1532.png,0.306577,0.693423,background=white,355,400,1
LAKERED_input_masks,1533,SOD_1533.png,0.212285,0.787715,background=white,267,400,1
LAKERED_input_masks,1534,SOD_1534.png,0.217533,0.782467,background=white,300,400,1
LAKERED_input_masks,1535,SOD_1535.png,0.504976,0.495024,background=white,319,400,1
LAKERED_input_masks,1536,SOD_1536.png,0.278056,0.721944,background=white,279,400,1
LAKERED_input_masks,1537,SOD_1537.png,0.115275,0.884725,background=white,300,400,1
LAKERED_input_masks,1538,SOD_1538.png,0.067108,0.932892,background=white,300,400,1
LAKERED_input_masks,1541,SOD_1541.png,0.328596,0.671404,background=white,400,285,1
LAKERED_input_masks,1548,SOD_1548.png,0.2326,0.7674,background=white,300,400,1
LAKERED_input_masks,1551,SOD_1551.png,0.154533,0.845467,background=white,300,400,1
LAKERED_input_masks,1552,SOD_1552.png,0.319317,0.680683,background=white,300,400,1
LAKERED_input_masks,1553,SOD_1553.png,0.211255,0.788745,background=white,267,200,1
LAKERED_input_masks,1554,SOD_1554.png,0.382877,0.617123,background=white,338,400,1
LAKERED_input_masks,1555,SOD_1555.png,0.080758,0.919242,background=white,300,400,1
LAKERED_input_masks,1556,SOD_1556.png,0.080758,0.919242,background=white,300,400,1
LAKERED_input_masks,1557,SOD_1557.png,0.276056,0.723944,background=white,310,400,1
LAKERED_input_masks,1558,SOD_1558.png,0.057635,0.942365,background=white,297,400,1
LAKERED_input_masks,1559,SOD_1559.png,0.191222,0.808778,background=white,268,400,1
LAKERED_input_masks,1560,SOD_1560.png,0.587642,0.412358,background=white,400,300,1
LAKERED_input_masks,1562,SOD_1562.png,0.167373,0.832627,background=white,316,400,1
LAKERED_input_masks,1563,SOD_1563.png,0.04855,0.95145,background=white,300,400,1
LAKERED_input_masks,1565,SOD_1565.png,0.29815,0.70185,background=white,300,400,1
LAKERED_input_masks,1566,SOD_1566.png,0.382542,0.617458,background=white,400,300,1
LAKERED_input_masks,1567,SOD_1567.png,0.382542,0.617458,background=white,400,300,1
LAKERED_input_masks,1568,SOD_1568.png,0.223533,0.776467,background=white,400,300,1
LAKERED_input_masks,1569,SOD_1569.png,0.184031,0.815969,background=white,400,276,1
LAKERED_input_masks,1570,SOD_1570.png,0.324234,0.675766,background=white,400,284,1
LAKERED_input_masks,1573,SOD_1573.png,0.180842,0.819158,background=white,400,300,1
LAKERED_input_masks,1574,SOD_1574.png,0.414175,0.585825,background=white,400,300,1
LAKERED_input_masks,1575,SOD_1575.png,0.341808,0.658192,background=white,400,300,1
LAKERED_input_masks,1576,SOD_1576.png,0.102481,0.897519,background=white,266,400,1
LAKERED_input_masks,1578,SOD_1578.png,0.109375,0.890625,background=white,300,400,1
